superior,joy
virtuous,joy
virginal,joy
vestal,joy
virgin,joy
verve,joy
vitality,joy
energy,joy
vim,joy
life_force,joy
elan_vital,joy
vital_force,joy
animation,joy
vibrant,joy
vivacious,joy
graphic,joy
lifelike,joy
pictorial,joy
wag,joy
waggle,joy
wealthiness,joy
wealth,joy
riches,joy
whimsical,joy
impulsive,joy
pureness,joy
sinlessness,joy
purity,joy
innocence,joy
witty,joy
zealous,joy
abortive,sadness
stillborn,sadness
unsuccessful,sadness
abscess,sadness
scatty,sadness
abstracted,sadness
absentminded,sadness
absentee,sadness
abysmal,sadness
abyssal,sadness
unfathomable,sadness
aching,sadness
achy,sadness
garlic,sadness
alienated,sadness
anomic,sadness
disoriented,sadness
estranged,sadness
anchorage,sadness
Anchorage,sadness
anchorage_ground,sadness
revocation,sadness
annulment,sadness
invalidation,sadness
abrogation,sadness
apathetic,sadness
apologise,sadness
apologize,sadness
excuse,sadness
arid,sadness
waterless,sadness
desiccate,sadness
desiccated,sadness
ash,sadness
ash_tree,sadness
attenuation,sadness
fading,sadness
backwater,sadness
gravely,sadness
seriously,sadness
severely,sadness
naughtily,sadness
mischievously,sadness
disadvantageously,sadness
mendicant,sadness
beggar,sadness
pauperize,sadness
pauperise,sadness
bereaved_person,sadness
bereaved,sadness
bereave,sadness
grief-stricken,sadness
mourning,sadness
sorrowing,sadness
grieving,sadness
bereft,sadness
bereavement,sadness
Black,sadness
Joseph_Black,sadness
Shirley_Temple,sadness
Shirley_Temple_Black,sadness
blackamoor,sadness
Negro,sadness
Black_person,sadness
Negroid,sadness
melanise,sadness
nigrify,sadness
melanize,sadness
blackened,sadness
pitch-black,sadness
pitch-dark,sadness
blindly,sadness
sightlessness,sadness
blindness,sadness
cecity,sadness
blueish,sadness
bluish,sadness
naughty,sadness
risque,sadness
racy,sadness
blue-blooded,sadness
gentle,sadness
patrician,sadness
aristocratic,sadness
aristocratical,sadness
puritanical,sadness
puritanic,sadness
tedium,sadness
ennui,sadness
boredom,sadness
undersurface,sadness
underside,sadness
bottom_of_the_inning,sadness
bottomland,sadness
freighter,sadness
merchant_ship,sadness
merchantman,sadness
fathom,sadness
detachment,sadness
separation,sadness
Cage,sadness
John_Cage,sadness
John_Milton_Cage_Jr.,sadness
batting_cage,sadness
cage_in,sadness
strike_down,sadness
enslavement,sadness
chronic,sadness
continuing,sadness
inveterate,sadness
befog,sadness
haze_over,sadness
becloud,sadness
mist,sadness
obnubilate,sadness
dapple,sadness
mottle,sadness
clouded,sadness
sunless,sadness
cloud-covered,sadness
blurred,sadness
nebulose,sadness
nebulous,sadness
cocaine,sadness
cocain,sadness
committal,sadness
consignment,sadness
commitment,sadness
commission,sadness
perpetration,sadness
commiseration,sadness
condolence,sadness
console_table,sadness
cabinet,sadness
Corse,sadness
Corsica,sadness
sofa,sadness
couch,sadness
redact,sadness
put,sadness
cremation,sadness
battle_cry,sadness
rallying_cry,sadness
war_cry,sadness
weep,sadness
blazon_out,sadness
tears,sadness
cumbrous,sadness
CMV,sadness
cytomegalovirus,sadness
nighttime,sadness
night,sadness
benighted,sadness
dark-skinned,sadness
coloured,sadness
colored,sadness
non-white,sadness
debt,sadness
dead_person,sadness
decedent,sadness
departed,sadness
deceased_person,sadness
dead_soul,sadness
deceased,sadness
gone,sadness
at_peace,sadness
at_rest,sadness
asleep,sadness
get_the_better_of,sadness
defunct,sadness
hallucinating,sadness
foregone,sadness
bypast,sadness
bygone,sadness
going_away,sadness
leaving,sadness
deviation,sadness
depression,sadness
economic_crisis,sadness
natural_depression,sadness
Great_Depression,sadness
Depression,sadness
clinical_depression,sadness
depressive_disorder,sadness
depressive,sadness
detention,sadness
custody,sadness
detainment,sadness
digression,sadness
deflexion,sadness
divagation,sadness
disablement,sadness
disability,sadness
disappointing,sadness
unsatisfying,sadness
dissatisfactory,sadness
disconnection,sadness
disconnect,sadness
gulf,sadness
unplug,sadness
staccato,sadness
disconnected,sadness
fragmented,sadness
disunited,sadness
abrupt,sadness
garbled,sadness
scattered,sadness
unconnected,sadness
illogical,sadness
dishearten,sadness
disheartening,sadness
demoralising,sadness
dispiriting,sadness
demoralizing,sadness
dispassionate,sadness
cold-eyed,sadness
turn_back,sadness
drive_out,sadness
dispel,sadness
drive_away,sadness
chase_away,sadness
drive_off,sadness
scatter,sadness
disperse,sadness
distraught,sadness
overwrought,sadness
doldrums,sadness
stagnancy,sadness
stagnation,sadness
dole,sadness
pogy,sadness
pogey,sadness
dolour,sadness
dolor,sadness
olive_drab,sadness
somber,sadness
sombre,sadness
olive-drab,sadness
drug,sadness
do_drugs,sadness
narcotized,sadness
drugged,sadness
doped,sadness
narcotised,sadness
dull,sadness
mute,sadness
tone_down,sadness
benumb,sadness
numb,sadness
muffled,sadness
muted,sadness
softened,sadness
tedious,sadness
ho-hum,sadness
wearisome,sadness
boring,sadness
tiresome,sadness
irksome,sadness
dumb,sadness
obtuse,sadness
dense,sadness
sluggish,sadness
thudding,sadness
leaden,sadness
abash,sadness
emptiness,sadness
vacancy,sadness
vacuum,sadness
vanity,sadness
epitaph,sadness
erroneousness,sadness
erroneous_belief,sadness
misplay,sadness
computer_error,sadness
evanescence,sadness
evict,sadness
deplete,sadness
use_up,sadness
eat,sadness
run_through,sadness
tire,sadness
run_down,sadness
play_out,sadness
worn-out,sadness
exhausted,sadness
worn_out,sadness
fatigued,sadness
washed-out,sadness
spent,sadness
dog-tired,sadness
played_out,sadness
fagged,sadness
breathe_out,sadness
exhale,sadness
extinct,sadness
nonextant,sadness
autumn,sadness
Fall,sadness
crepuscle,sadness
evenfall,sadness
gloaming,sadness
crepuscule,sadness
dusk,sadness
gloam,sadness
nightfall,sadness
twilight,sadness
pin,sadness
free_fall,sadness
precipitate,sadness
accrue,sadness
fall_down,sadness
falling,sadness
dropping,sadness
fasting,sadness
fatigue,sadness
weary,sadness
wear_down,sadness
fag_out,sadness
wear_upon,sadness
tire_out,sadness
outwear,sadness
demerit,sadness
geological_fault,sadness
faulting,sadness
nerveless,sadness
felled_seam,sadness
forlorn,sadness
vice,sadness
frazzle,sadness
frayed,sadness
scowl,sadness
fruitless,sadness
sleeveless,sadness
bootless,sadness
funeral,sadness
blue_funk,sadness
Casimir_Funk,sadness
Funk,sadness
groove,sadness
rut,sadness
chamfer,sadness
geriatric,sadness
gerontological,sadness
gloom,sadness
sombreness,sadness
somberness,sadness
gloominess,sadness
glumness,sadness
glooming,sadness
gloomful,sadness
sulky,sadness
heartache,sadness
brokenheartedness,sadness
heartbreak,sadness
Sir_Henry_Rider_Haggard,sadness
Rider_Haggard,sadness
Haggard,sadness
careworn,sadness
worn,sadness
raddled,sadness
drawn,sadness
impediment,sadness
deterrent,sadness
hardhearted,sadness
heartless,sadness
anchorite,sadness
hermit,sadness
solitudinarian,sadness
troglodyte,sadness
recluse,sadness
rusty,sadness
canescent,sadness
excavate,sadness
core_out,sadness
hollow_out,sadness
homesick,sadness
hospice,sadness
army_hut,sadness
field_hut,sadness
impossible,sadness
unimaginable,sadness
inconceivable,sadness
out_of_the_question,sadness
insufferable,sadness
unacceptable,sadness
unsufferable,sadness
imprudent,sadness
inability,sadness
unfitness,sadness
inconsequent,sadness
inconsequential,sadness
inefficient,sadness
opprobrium,sadness
infamy,sadness
inferior,sadness
subscript,sadness
deficient,sadness
substandard,sadness
sterility,sadness
infertility,sadness
inhospitable,sadness
inhumaneness,sadness
interrupted,sadness
fitful,sadness
off-and-on,sadness
intercession,sadness
intervention,sadness
interposition,sadness
treatment,sadness
shut-in,sadness
isolation,sadness
closing_off,sadness
legal_philosophy,sadness
jurisprudence,sadness
dog_house,sadness
kennel,sadness
doghouse,sadness
wailful,sadness
wailing,sadness
lamenting,sadness
late,sadness
tardy,sadness
belated,sadness
recent,sadness
later,sadness
previous,sadness
former,sadness
tardily,sadness
belatedly,sadness
lately,sadness
recently,sadness
latterly,sadness
of_late,sadness
lax,sadness
leave_of_absence,sadness
farewell,sadness
parting,sadness
leave-taking,sadness
go_forth,sadness
leave_alone,sadness
leave_behind,sadness
go_out,sadness
entrust,sadness
bequeath,sadness
impart,sadness
lassitude,sadness
slackness,sadness
inanition,sadness
listless,sadness
sole,sadness
only,sadness
missed,sadness
deep_in_thought,sadness
lower_berth,sadness
low-toned,sadness
low-pitched,sadness
depleted,sadness
last-place,sadness
lowest,sadness
lower-ranking,sadness
junior-grade,sadness
petty,sadness
subaltern,sadness
secondary,sadness
perimeter,sadness
margin,sadness
security_deposit,sadness
gross_profit,sadness
gross_profit_margin,sadness
leeway,sadness
tolerance,sadness
allowance,sadness
mausoleum,sadness
nonmeaningful,sadness
meaningless,sadness
mild,sadness
meek,sadness
spiritless,sadness
melancholic,sadness
melancholiac,sadness
melancholy,sadness
black_bile,sadness
meltdown,sadness
nuclear_meltdown,sadness
monument,sadness
miserably,sadness
monsoon,sadness
ghoulish,sadness
stagnant,sadness
moribund,sadness
mourn,sadness
serviette,sadness
table_napkin,sadness
necessity,sadness
necessary,sadness
requisite,sadness
essential,sadness
disconfirming,sadness
negatively_charged,sadness
electronegative,sadness
minus,sadness
negro,sadness
nonsense,sadness
running_noose,sadness
slip_noose,sadness
nothingness,sadness
nullity,sadness
nihility,sadness
malarky,sadness
idle_words,sadness
malarkey,sadness
alimentary,sadness
nutritious,sadness
alimental,sadness
nourishing,sadness
nutritive,sadness
obituary,sadness
obit,sadness
necrology,sadness
senior,sadness
aged,sadness
elderly,sadness
older,sadness
sr.,sadness
elder,sadness
old,sadness
erstwhile,sadness
onetime,sadness
sometime,sadness
one-time,sadness
quondam,sadness
honest-to-god,sadness
sure-enough,sadness
honest-to-goodness,sadness
Old,sadness
ovation,sadness
standing_ovation,sadness
overburden,sadness
distressingly,sadness
painfully,sadness
sorely,sadness
divide,sadness
pauper,sadness
pensive,sadness
broody,sadness
ruminative,sadness
pondering,sadness
brooding,sadness
contemplative,sadness
musing,sadness
meditative,sadness
reflective,sadness
wistful,sadness
perplexity,sadness
true_pine,sadness
pine_tree,sadness
ruth,sadness
pathos,sadness
feel_for,sadness
condole_with,sadness
compassionate,sadness
sympathize_with,sadness
unpointed,sadness
posthumous,sadness
silence,sadness
quiesce,sadness
pipe_down,sadness
quiet_down,sadness
hushed,sadness
subdued,sadness
quietly,sadness
wheel,sadness
single-foot,sadness
rainy,sadness
showery,sadness
refugee,sadness
too_bad,sadness
regrettable,sadness
relic,sadness
token,sadness
souvenir,sadness
keepsake,sadness
compunction,sadness
remorse,sadness
self-reproach,sadness
Requiem,sadness
curtail,sadness
herb_of_grace,sadness
Ruta_graveolens,sadness
rumour,sadness
hearsay,sadness
rumor,sadness
bruit,sadness
unhappily,sadness
unhappiness,sadness
lugubriousness,sadness
cosh,sadness
seclude,sadness
secluded,sadness
cloistered,sadness
sequestered,sadness
reclusive,sadness
segregation,sadness
sequestration,sadness
requisition,sadness
severing,sadness
shattered,sadness
tattered,sadness
weather_sheet,sadness
tack,sadness
mainsheet,sadness
cerement,sadness
winding-sheet,sadness
winding-clothes,sadness
torpid,sadness
falling_off,sadness
falloff,sadness
slouch,sadness
snicker,sadness
snigger,sadness
take_a_hit,sadness
shortness_of_breath,sadness
breathlessness,sadness
sobbing,sadness
sob,sadness
sorrowful,sadness
carve_up,sadness
dissever,sadness
rending,sadness
splitting,sadness
ripping,sadness
spoiler,sadness
looter,sadness
despoiler,sadness
plunderer,sadness
pillager,sadness
freebooter,sadness
raider,sadness
mollycoddler,sadness
coddler,sadness
pamperer,sadness
sprain,sadness
rick,sadness
wrick,sadness
dead,sadness
unfertile,sadness
sterile,sadness
infertile,sadness
aseptic,sadness
unimaginative,sadness
uninventive,sadness
uninspired,sadness
stricken,sadness
afflicted,sadness
struck,sadness
smitten,sadness
laid_low,sadness
flight_strip,sadness
landing_strip,sadness
airstrip,sadness
comic_strip,sadness
cartoon_strip,sadness
funnies,sadness
strip_show,sadness
striptease,sadness
subsidence,sadness
settling,sadness
subsiding,sadness
sympathize,sadness
sympathise,sadness
understand,sadness
empathise,sadness
empathize,sadness
commiserate,sadness
sympathy,sadness
fellow_feeling,sadness
revenue_enhancement,sadness
taxation,sadness
tax,sadness
assess,sadness
cease,sadness
endpoint,sadness
ending,sadness
conclusion,sadness
rottenly,sadness
abominably,sadness
atrociously,sadness
abysmally,sadness
terrifying,sadness
street_fighter,sadness
ruffianly,sadness
problematical,sadness
problematic,sadness
elusive,sadness
baffling,sadness
knotty,sadness
unaccepted,sadness
unacknowledged,sadness
funeral_undertaker,sadness
funeral_director,sadness
undertaker,sadness
mortician,sadness
unsought,sadness
undesired,sadness
uneducated,sadness
unfortunate_person,sadness
unfortunate,sadness
uninterested,sadness
uninteresting,sadness
uninvited,sadness
unrequited,sadness
unreciprocated,sadness
unanswered,sadness
unseat,sadness
ungentle,sadness
untitled,sadness
ignoble,sadness
unwelcome,sadness
unwished-for,sadness
unwished,sadness
urn,sadness
veal,sadness
veau,sadness
ebbing,sadness
wane,sadness
tiredly,sadness
wearily,sadness
tiredness,sadness
weariness,sadness
aweary,sadness
widow's_weeds,sadness
weeds,sadness
weed,sadness
mourning_band,sadness
Mary_Jane,sadness
sess,sadness
locoweed,sadness
sens,sadness
green_goddess,sadness
dope,sadness
pendulous,sadness
drooping,sadness
nodding,sadness
cernuous,sadness
widow_woman,sadness
widow,sadness
widower,sadness
widowman,sadness
retire,sadness
move_back,sadness
pull_away,sadness
disengage,sadness
take_back,sadness
unsay,sadness
bow_out,sadness
draw_off,sadness
back_away,sadness
back_out,sadness
crawfish,sadness
crawfish_out,sadness
pull_in_one's_horns,sadness
woebegone,sadness
have_on,sadness
wear_thin,sadness
wear_off,sadness
get_into,sadness
don,sadness
purse,sadness
ruckle,sadness
rumple,sadness
wrinkly,sadness
wrinkled,sadness
unironed,sadness
precipitous,surprise
circumstantially,surprise
unexpectedly,surprise
by_chance,surprise
accidentally,surprise
incidentally,surprise
unintentionally,surprise
astonish,surprise
astound,surprise
assessment,surprise
appraisal,surprise
judgement,surprise
judgment,surprise
linebacker_blitzing,surprise
blitz,surprise
safety_blitz,surprise
blitzkrieg,surprise
good_luck,surprise
happy_chance,surprise
breakage,surprise
breaking,surprise
break_of_serve,surprise
open_frame,surprise
jailbreak,surprise
prisonbreak,surprise
gaolbreak,surprise
prison-breaking,surprise
breakout,surprise
overseas_telegram,surprise
cablegram,surprise
cable's_length,surprise
cable_length,surprise
cable_television,surprise
cable_television_service,surprise
cable_system,surprise
wire,surprise
telegraph,surprise
disguise,surprise
camouflage,surprise
camo,surprise
camouflaged,surprise
gimmick,surprise
haul,surprise
catch_up_with,surprise
overhear,surprise
happenstance,surprise
coincidence,surprise
concurrence,surprise
conjunction,surprise
steerer,surprise
other_than,surprise
differently,surprise
otherwise,surprise
divergent,surprise
diverging,surprise
diversionary_attack,surprise
dynamic,surprise
moral_force,surprise
dynamical,surprise
mercurial,surprise
fickle,surprise
erratic,surprise
quicksilver,surprise
planetary,surprise
promulgate,surprise
fluke,surprise
good_fortune,surprise
flue,surprise
trematode,surprise
trematode_worm,surprise
gape,surprise
goggle,surprise
gawk,surprise
gawp,surprise
yawn,surprise
clod,surprise
oaf,surprise
lout,surprise
lummox,surprise
stumblebum,surprise
lubber,surprise
greeting,surprise
recognize,surprise
recognise,surprise
greet,surprise
gauge,surprise
approximate,surprise
infer,surprise
androgyne,surprise
intersex,surprise
gynandromorph,surprise
epicene,surprise
hermaphrodite,surprise
epicene_person,surprise
hermaphroditic,surprise
legion,surprise
host,surprise
semblance,surprise
thaumaturgy,surprise
legerdemain,surprise
conjuring_trick,surprise
magic_trick,surprise
immediacy,surprise
immediateness,surprise
immediate_apprehension,surprise
instancy,surprise
instantaneousness,surprise
improvisation,surprise
temporary_expedient,surprise
extemporization,surprise
extemporisation,surprise
incident,surprise
incontinence,surprise
incontinency,surprise
dissoluteness,surprise
self-gratification,surprise
incomprehensible,surprise
inexplicable,surprise
infrequent,surprise
judicial_decision,surprise
judging,surprise
legal_opinion,surprise
perspicacity,surprise
sound_judgement,surprise
sound_judgment,surprise
sagaciousness,surprise
sagacity,surprise
lunge,surprise
passado,surprise
straight_thrust,surprise
hurtle,surprise
hurl,surprise
prestidigitator,surprise
conjurer,surprise
conjuror,surprise
marvel,surprise
mimicry,surprise
apery,surprise
oral_fissure,surprise
oral_cavity,surprise
mouth,surprise
rima_oris,surprise
mouthpiece,surprise
sass,surprise
back_talk,surprise
sassing,surprise
lip,surprise
backtalk,surprise
verbalise,surprise
verbalize,surprise
religious_mystic,surprise
occasional,surprise
episodic,surprise
periodic,surprise
originality,surprise
overestimate,surprise
overappraisal,surprise
overestimation,surprise
overvaluation,surprise
overrating,surprise
overreckoning,surprise
overrate,surprise
overvalue,surprise
palpable,surprise
tangible,surprise
perchance,surprise
perhaps,surprise
maybe,surprise
possibly,surprise
mayhap,surprise
peradventure,surprise
peri,surprise
placard,surprise
posting,surprise
poster,surprise
polarity,surprise
mutual_opposition,surprise
dad,surprise
dada,surprise
papa,surprise
pappa,surprise
pa,surprise
daddy,surprise
soda_pop,surprise
soda_water,surprise
soda,surprise
popping,surprise
pop_music,surprise
crop_up,surprise
pop_up,surprise
popular,surprise
deferment,surprise
japery,surprise
harlequinade,surprise
clowning,surprise
frivolity,surprise
buffoonery,surprise
prank,surprise
premature,surprise
untimely,surprise
quickness,surprise
deftness,surprise
adeptness,surprise
adroitness,surprise
mental_quickness,surprise
quick-wittedness,surprise
celerity,surprise
speediness,surprise
rapidness,surprise
rapidity,surprise
mercury,surprise
Hg,surprise
atomic_number_80,surprise
hydrargyrum,surprise
arbitrarily,surprise
willy-nilly,surprise
indiscriminately,surprise
haphazardly,surprise
every_which_way,surprise
randomly,surprise
at_random,surprise
rapid,surprise
speedy,surprise
rareness,surprise
infrequency,surprise
low_density,surprise
tenuity,surprise
reappear,surprise
re-emerge,surprise
inborn_reflex,surprise
innate_reflex,surprise
reflex_action,surprise
instinctive_reflex,surprise
reflex_response,surprise
unconditioned_reflex,surprise
physiological_reaction,surprise
reflex,surprise
automatic,surprise
reflexive,surprise
riddle,surprise
conundrum,surprise
brain-teaser,surprise
permeate,surprise
interpenetrate,surprise
pervade,surprise
diffuse,surprise
imbue,surprise
wisecrack,surprise
sallying_forth,surprise
shockingly,surprise
singularly,surprise
gaffe,surprise
gaucherie,surprise
solecism,surprise
faux_pas,surprise
parapraxis,surprise
miscue,surprise
slip-up,surprise
berth,surprise
moorage,surprise
mooring,surprise
slipperiness,surprise
slip_of_paper,surprise
shimmy,surprise
teddy,surprise
chemise,surprise
eluding,surprise
elusion,surprise
fall_away,surprise
drop_away,surprise
slip_one's_mind,surprise
snag,surprise
rip,surprise
hang-up,surprise
corporal,surprise
somatic,surprise
corporeal,surprise
bodily,surprise
plash,surprise
dab,surprise
splashing,surprise
spattering,surprise
splattering,surprise
swash,surprise
keel,surprise
careen,surprise
reel,surprise
startling,surprise
becalm,surprise
stabilize,surprise
stabilise,surprise
unfluctuating,surprise
unfaltering,surprise
unbendable,surprise
unwavering,surprise
unshakable,surprise
steadfast,surprise
regular,surprise
steadily,surprise
stealthily,surprise
sudden,surprise
suddenly,surprise
all_of_a_sudden,surprise
of_a_sudden,surprise
abruptly,surprise
on_the_spur_of_the_moment,surprise
upsurge,surprise
surge,surprise
soar_up,surprise
zoom,surprise
soar_upwards,surprise
soar,surprise
tide,surprise
scend,surprise
surprised,surprise
surprising,surprise
cross_thwart,surprise
topple,surprise
fast_one,surprise
flim-flam,surprise
pull_a_fast_one_on,surprise
fox,surprise
play_a_trick_on,surprise
fob,surprise
play_tricks,surprise
head_trip,surprise
tripper,surprise
trip-up,surprise
misstep,surprise
trump_card,surprise
trumpet,surprise
cornet,surprise
horn,surprise
ruff,surprise
trump_out,surprise
unforeseen,surprise
out_of_the_blue,surprise
unlooked-for,surprise
unanticipated,surprise
unveil,surprise
underestimation,surprise
underreckoning,surprise
underestimate,surprise
underrating,surprise
lowball,surprise
underrate,surprise
undiscovered,surprise
unexplored,surprise
unguarded,surprise
unintended,surprise
unintentional,surprise
unwilled,surprise
unplanned,surprise
unequaled,surprise
unequalled,surprise
unique,surprise
unparalleled,surprise
unprecedented,surprise
unpredictable,surprise
unsuspecting,surprise
unsuspicious,surprise
variable,surprise
variable_quantity,surprise
variable_star,surprise
varying,surprise
natural_state,surprise
state_of_nature,surprise
untamed,surprise
baseless,surprise
groundless,surprise
unfounded,surprise
raving_mad,surprise
rampantly,surprise
cuckoo,surprise
fathead,surprise
goose,surprise
bozo,surprise
twat,surprise
jackass,surprise
clownish,surprise
clownlike,surprise
buffoonish,surprise
abacus,trust
abbot,trust
archimandrite,trust
academician,trust
academic,trust
faculty_member,trust
pedantic,trust
donnish,trust
conformity,trust
accordance,trust
pact,trust
treaty,trust
fit_in,trust
harmonise,trust
harmonize,trust
chronicle,trust
history,trust
write_up,trust
report,trust
news_report,trust
business_relationship,trust
explanation,trust
accounting,trust
account_statement,trust
invoice,trust
answer_for,trust
answerableness,trust
answerability,trust
accountability,trust
accountable,trust
accountant,trust
comptroller,trust
controller,trust
accredit,trust
credit,trust
accredited,trust
licensed,trust
commissioned,trust
licenced,trust
accurate,trust
precise,trust
stick_by,trust
stand_by,trust
stick_to,trust
hold_fast,trust
administrative,trust
full_admiral,trust
admiral,trust
admire,trust
look_up_to,trust
admissible,trust
advice,trust
advisable,trust
advise,trust
rede,trust
apprize,trust
send_word,trust
apprise,trust
notify,trust
propose,trust
well-advised,trust
advised,trust
adviser,trust
consultant,trust
advisor,trust
advocator,trust
proponent,trust
exponent,trust
recommend,trust
preach,trust
affirm,trust
substantiate,trust
confirm,trust
corroborate,trust
avow,trust
assert,trust
verify,trust
aver,trust
affirmatively,trust
agreeable,trust
concordant,trust
consonant,trust
accordant,trust
conformable,trust
concur,trust
agreed,trust
in_agreement,trust
cognate,trust
blood-related,trust
consanguine,trust
consanguineal,trust
consanguineous,trust
alb,trust
dedication,trust
loyalty,trust
allegiance,trust
fealty,trust
alliance,trust
confederation,trust
alinement,trust
coalition,trust
alignment,trust
allied,trust
Allied,trust
confederative,trust
confederate,trust
ambassador,trust
embassador,trust
amortization,trust
amortisation,trust
patrimonial,trust
ancestral,trust
hereditary,trust
answerable,trust
antimycotic,trust
antimycotic_agent,trust
antifungal_agent,trust
fungicide,trust
antifungal,trust
fungicidal,trust
antiseptic,trust
apologetic,trust
excusatory,trust
apostle,trust
Apostelic_Father,trust
Apostle,trust
apostolical,trust
apostolic,trust
papal,trust
prentice,trust
learner,trust
apprentice,trust
approbation,trust
arbiter,trust
supreme_authority,trust
arbitrator,trust
umpire,trust
architecture,trust
computer_architecture,trust
armory,trust
armoury,trust
inventory,trust
arsenal,trust
assembly,trust
meeting_place,trust
forum,trust
gathering,trust
assemblage,trust
asseverate,trust
insist,trust
declaratory,trust
declarative,trust
asserting,trust
tax_assessor,trust
assessor,trust
assignee,trust
aid,trust
assistance,trust
assist,trust
wait_on,trust
serve,trust
attend_to,trust
associate_degree,trust
tie_in,trust
colligate,trust
link,trust
connect,trust
link_up,trust
assort,trust
affiliate,trust
consociate,trust
association,trust
connection,trust
connexion,trust
affiliation,trust
insure,trust
ensure,trust
tell,trust
see_to_it,trust
reassure,trust
assured,trust
assuredly,trust
attendee,trust
meeter,trust
attentive,trust
paying_attention,trust
thoughtful,trust
heedful,trust
attest,trust
certify,trust
evidence,trust
manifest,trust
take_the_stand,trust
testify,trust
bear_witness,trust
attestation,trust
auntie,trust
aunty,trust
aunt,trust
authenticate,trust
authentication,trust
assay-mark,trust
hallmark,trust
certification,trust
legitimacy,trust
genuineness,trust
authenticity,trust
writer,trust
author,trust
generator,trust
authoritative,trust
important,trust
classical,trust
authorised,trust
authorized,trust
potency,trust
say-so,trust
authorisation,trust
dominance,trust
authorization,trust
office,trust
agency,trust
bureau,trust
government_agency,trust
federal_agency,trust
mandate,trust
empowerment,trust
authorize,trust
authorise,trust
automatic_rifle,trust
machine_rifle,trust
automatic_pistol,trust
robotlike,trust
automatonlike,trust
robotic,trust
machinelike,trust
maxim,trust
axiom,trust
self-evident,trust
taken_for_granted,trust
axiomatic,trust
aphoristic,trust
axiomatical,trust
postulational,trust
sitter,trust
baby-sitter,trust
babysitter,trust
badge,trust
bank,trust
banking_concern,trust
depository_financial_institution,trust
banking_company,trust
camber,trust
cant,trust
money_box,trust
savings_bank,trust
coin_bank,trust
bank_building,trust
deposit,trust
rely,trust
banker,trust
dicker,trust
barkeeper,trust
mixologist,trust
barman,trust
bartender,trust
barkeep,trust
swop,trust
swap,trust
barter,trust
base_of_operations,trust
foundation,trust
substructure,trust
understructure,trust
groundwork,trust
foot,trust
bag,trust
basis,trust
cornerstone,trust
pedestal,trust
nucleotide,trust
alkali,trust
radix,trust
al-Qaida,trust
al-Qa'ida,trust
Base,trust
al-Qaeda,trust
Qaeda,trust
root_word,trust
radical,trust
theme,trust
root,trust
infrastructure,trust
free-base,trust
basal,trust
meanspirited,trust
bedrock,trust
fundamentals,trust
fundamental_principle,trust
basics,trust
basic_principle,trust
truster,trust
believer,trust
worshiper,trust
worshipper,trust
believing,trust
benefactor,trust
legacy,trust
bequest,trust
blanket,trust
mantle,trust
across-the-board,trust
broad,trust
all-encompassing,trust
encompassing,trust
all-inclusive,trust
all-embracing,trust
extensive,trust
panoptic,trust
bodyguard,trust
blood_brother,trust
Brother,trust
brotherhood,trust
sodality,trust
fraternity,trust
labor_union,trust
trades_union,trust
trade_union,trust
budget,trust
bureaucracy,trust
bureaucratism,trust
bursary,trust
butler,trust
pantryman,trust
Butler,trust
Samuel_Butler,trust
bylaw,trust
locker,trust
storage_locker,trust
calculator,trust
estimator,trust
computer,trust
figurer,trust
reckoner,trust
calculating_machine,trust
canon,trust
canyon,trust
caretaker,trust
bank_clerk,trust
cashier,trust
teller,trust
eye,trust
centerfield,trust
center_field,trust
midpoint,trust
centre_of_attention,trust
center_of_attention,trust
nerve_center,trust
nerve_centre,trust
snapper,trust
shopping_mall,trust
shopping_center,trust
shopping_centre,trust
plaza,trust
mall,trust
revolve_around,trust
concentrate_on,trust
focus_on,trust
center_on,trust
revolve_about,trust
pore,trust
concentrate,trust
rivet,trust
halfway,trust
midway,trust
license,trust
licence,trust
indorse,trust
endorse,trust
president,trust
chair,trust
chairperson,trust
chairman,trust
chairwoman,trust
Chancellor,trust
Chancellor_of_the_Exchequer,trust
prime_minister,trust
premier,trust
chancellor,trust
chaplain,trust
chart,trust
graph,trust
checklist,trust
chemist,trust
druggist,trust
pill_roller,trust
pill_pusher,trust
apothecary,trust
pharmacist,trust
civilization,trust
civilisation,trust
culture,trust
refinement,trust
clearance,trust
headway,trust
headroom,trust
clerical,trust
handler,trust
manager,trust
tutor,trust
private_instructor,trust
carriage,trust
passenger_car,trust
four-in-hand,trust
coach-and-four,trust
coaxial_cable,trust
coax,trust
coax_cable,trust
wheedle,trust
inveigle,trust
cajole,trust
sweet-talk,trust
blarney,trust
palaver,trust
coexist,trust
coexisting,trust
coexistent,trust
cohesion,trust
cohesiveness,trust
coherence,trust
coherency,trust
cohesive,trust
collaborator,trust
partner_in_crime,trust
henchman,trust
quisling,trust
collaborationist,trust
pardner,trust
cooperator,trust
collateral,trust
indirect,trust
verificatory,trust
validating,trust
verifying,trust
substantiative,trust
corroboratory,trust
confirmatory,trust
confirming,trust
corroborative,trust
substantiating,trust
validatory,trust
confirmative,trust
together_with,trust
collectively,trust
jointly,trust
conjointly,trust
colonel,trust
commanding_officer,trust
commandant,trust
commander,trust
overlooking,trust
commanding,trust
dominating,trust
commerce,trust
mercantilism,trust
commercialism,trust
Commerce,trust
DoC,trust
Commerce_Department,trust
Department_of_Commerce,trust
committee,trust
commissioning,trust
delegacy,trust
mission,trust
delegation,trust
deputation,trust
military_commission,trust
